Vertices,Time
126500,519
126900,610
127300,853
127700,461
128100,624
128500,570
128900,663
129300,302
129700,705
130100,562
130500,862
130900,590
131300,269
131700,452
132100,683
132500,731
132900,548
133300,950
133700,642
134100,577
134500,610
134900,1001
135300,672
135700,1146
136100,629
136500,883
136900,636
137300,606
137700,353
138100,354
138500,1016
138900,495
139300,1103
139700,417
140100,569
140500,442
140900,1077
141300,699
141700,422
142100,949
142500,738
142900,954
143300,601
143700,435
144100,428
144500,1105
144900,1215
145300,1053
145700,740
146100,1020
146500,907
146900,592
147300,644
147700,853
148100,889
148500,700
148900,995
149300,1205
149700,811
150100,868
150500,536
150900,672
151300,894
151700,936
152100,1128
152500,961
152900,857
153300,736
153700,735
154100,1026
154500,541
154900,848
155300,679
155700,722
156100,805
156500,696
156900,661
157300,916
157700,877
158100,442
158500,785
158900,730
159300,963
159700,953
160100,574
160500,335
160900,1285
161300,1034
161700,681
162100,911
162500,1116
162900,504
163300,565
163700,1123
164100,736
164500,2044
164900,454
165300,896
165700,1318
166100,461
166500,1134
166900,1067
167300,800
167700,787
168100,441
168500,867
168900,733
169300,1020
169700,1022
170100,508
170500,1084
170900,649
171300,1512
171700,755
172100,496
172500,704
172900,670
173300,393
173700,1403
174100,680
174500,520
174900,971
175300,844
175700,1370
176100,1127
176500,1059
176900,965
177300,473
177700,798
178100,1565
178500,913
178900,968
179300,704
179700,1171
180100,1219
180500,1330
180900,909
181300,1097
181700,1449
182100,1132
182500,772
182900,1181
183300,496
183700,1064
184100,1684
184500,1276
184900,445
185300,1547
185700,1027
186100,997
186500,1043
186900,1052
187300,1446
187700,1468
188100,1142
188500,1765
188900,485
189300,714
189700,991
190100,910
190500,901
190900,623
191300,1775
191700,996
192100,632
192500,1381
192900,819
193300,1358
193700,503
194100,1190
194500,683
194900,997
195300,1061
195700,414
196100,910
196500,646
196900,925
197300,553
197700,824
198100,838
198500,1592
198900,1292
199300,491
199700,639
200100,1348
200500,773
200900,1034
201300,470
201700,897
202100,577
202500,1040
202900,952
203300,1020
203700,1688
204100,475
204500,1532
204900,461
205300,1588
205700,919
206100,661
206500,1070
206900,787
207300,735
207700,1221
208100,1210
208500,854
208900,1998
209300,848
209700,1145
210100,1598
210500,881
210900,881
211300,962
211700,1669
212100,576
212500,615
212900,442
213300,775
213700,1236
214100,754
214500,624
214900,1997
215300,694
215700,1168
216100,1310
216500,690
216900,1444
217300,637
217700,693
218100,631
218500,1190
218900,1106
219300,1152
219700,1553
220100,1042
220500,2018
220900,1688
221300,755
221700,694
222100,1077
222500,591
222900,1326
223300,1478
223700,1111
224100,1357
224500,1076
224900,821
225300,1447
225700,1107
226100,1163
226500,701
226900,1210
227300,1356
227700,1461
228100,732
228500,697
228900,908
229300,1037
229700,1236
230100,829
230500,996
230900,948
231300,506
231700,1692
232100,1438
232500,1243
232900,1337
233300,1121
233700,519
234100,749
234500,570
234900,987
235300,1240
235700,1068
236100,991
236500,1831
236900,1090
237300,1258
237700,1956
238100,1398
238500,1201
238900,525
239300,1697
239700,2115
240100,2001
240500,1030
240900,1559
241300,1418
241700,1249
242100,1591
242500,823
242900,1472
243300,1633
243700,1133
244100,1511
244500,1813
244900,1813
245300,1286
245700,1139
246100,1508
246500,1385
246900,1255
247300,749
247700,839
248100,1711
248500,940
248900,1049
249300,1285
249700,1125
250100,1728
250500,1790
250900,878
251300,976
251700,827
252100,1675
252500,1039
252900,1068
253300,1259
253700,1454
254100,1177
254500,1279
254900,907
255300,2383
255700,1257
256100,1003
256500,1585
256900,1022
257300,747
257700,762
258100,1445
258500,1443
258900,827
259300,1445
259700,1223
260100,1087
260500,636
260900,1229
261300,1334
261700,764
262100,1615
262500,2296
262900,1932
263300,1568
263700,1146
264100,799
264500,821
264900,1005
265300,1618
265700,1706
266100,1921
266500,1025
266900,1150
267300,1909
267700,575
268100,1630
268500,742
268900,666
269300,1464
269700,1364
270100,1306
270500,1535
270900,696
271300,1651
271700,2254
272100,1555
272500,997
272900,1566
273300,1896
273700,961
274100,596
274500,998
274900,1193
275300,745
275700,1135
276100,2089
276500,1276
276900,2042
277300,1125
277700,2532
278100,1222
278500,1749
278900,1412
279300,1331
279700,1786
280100,1186
280500,1652
280900,2319
281300,855
281700,1272
282100,1843
282500,946
282900,1117
283300,881
283700,629
284100,1111
284500,1082
284900,1553
285300,1409
285700,1034
286100,2097
286500,2730
286900,1404
287300,1488
287700,1334
288100,1802
288500,2247
288900,1753
289300,1477
289700,1482
290100,2599
290500,2067
290900,1658
291300,919
291700,1361
292100,1008
292500,2248
292900,1398
293300,1323
293700,2107
294100,2168
294500,2067
294900,1348
295300,1492
295700,1233
296100,1622
296500,1150
296900,1700
297300,1152
297700,1774
298100,2052
298500,1514
298900,1934
299300,2454
299700,2851
300100,1697
300500,1244
300900,1096
301300,1175
301700,1810
302100,1402
302500,2588
302900,3112
303300,1169
303700,3221
304100,1588
304500,1953
304900,1601
305300,1942
305700,1445
306100,998
306500,1052
306900,1988
307300,1971
307700,1680
308100,2165
308500,2105
308900,638
309300,2192
309700,1309
310100,2032
310500,2126
310900,733
311300,1022
311700,1511
312100,1127
312500,905
312900,1180
313300,678
313700,1123
314100,1164
314500,2622
314900,930
315300,906
315700,1112
316100,1607
316500,2802
316900,1501
317300,3179
317700,1244
318100,1917
318500,1227
318900,2005
319300,1586
319700,708
320100,1847
320500,2770
320900,914
321300,1267
321700,1671
322100,1984
322500,1463
322900,2414
323300,2937
323700,1791
324100,936
324500,1401
324900,722
325300,1173
325700,2002
326100,1220
326500,1745
326900,2385
327300,2116
327700,1256
328100,1398
328500,1400
328900,1452
329300,1297
329700,2778
330100,1720
330500,1790
330900,977
331300,1033
331700,2779
332100,1049
332500,1693
332900,1024
333300,1793
333700,2399
334100,1159
334500,1757
334900,1307
335300,2369
335700,1319
336100,901
336500,1402
336900,1065
337300,1767
337700,2634
338100,694
338500,2264
338900,1870
339300,1001
339700,2187
340100,2345
340500,1525
340900,1485
341300,1770
341700,1401
342100,1444
342500,2061
342900,1452
343300,729
343700,797
344100,747
344500,847
344900,2015
345300,1203
345700,1873
346100,1990
346500,1185
346900,2503
347300,2356
347700,1303
348100,839
348500,1587
348900,1287
349300,1601
349700,754
350100,838
350500,2107
350900,762
351300,1735
351700,1969
352100,2429
352500,1869
352900,3128
353300,1586
353700,1346
354100,1722
354500,1915
354900,985
355300,1139
355700,1748
356100,1720
356500,1569
356900,783
357300,1300
357700,2616
358100,2072
358500,1062
358900,1041
359300,1123
359700,2266
360100,2463
360500,1888
360900,930
361300,2427
361700,2803
362100,2522
362500,1675
362900,1212
363300,1647
363700,2112
364100,917
364500,1211
364900,1343
365300,2009
365700,2322
366100,2336
366500,1820
366900,2609
367300,2076
367700,1683
368100,2283
368500,1595
368900,987
369300,1202
369700,1665
370100,2739
370500,1137
370900,2107
371300,1088
371700,1000
372100,2815
372500,806
372900,1481
373300,903
373700,2305
374100,1326
374500,2158
374900,2056
375300,2162
375700,2744
376100,2107
376500,1973
376900,1595
377300,1782
377700,782
378100,3132
378500,1170
378900,1327
379300,1407
379700,1557
380100,2318
380500,3227
380900,2248
381300,1606
381700,1319
382100,1779
382500,1436
382900,3148
383300,1894
383700,1362
384100,2444
384500,2325
384900,4189
385300,2536
385700,1218
386100,2015
386500,1600
386900,2026
387300,1606
387700,2805
388100,2503
388500,1272
388900,1920
389300,3192
389700,2475
390100,3930
390500,1813
390900,2328
391300,1425
391700,1882
392100,3544
392500,2784
392900,2466
393300,1595
393700,1220
394100,1245
394500,1752
394900,1253
395300,3091
395700,2030
396100,2805
396500,2842
396900,1328
397300,3021
397700,1697
398100,2549
398500,2545
398900,1691
399300,1259
399700,1822
400100,2733
400500,1910
400900,2465
401300,2571
401700,828
402100,1059
402500,2003
402900,884
403300,1159
403700,1246
404100,1162
404500,1022
404900,2128
405300,2982
405700,877
406100,2525
406500,1448
406900,2708
407300,2224
407700,2445
408100,1815
408500,964
408900,1886
409300,1253
409700,2668
410100,2868
410500,1585
410900,1472
411300,916
411700,3343
412100,1803
412500,1137
412900,2623
413300,2319
413700,3239
414100,2502
414500,2034
414900,1204
415300,1068
415700,3469
416100,1264
416500,2079
416900,1309
417300,1108
417700,1565
418100,987
418500,2524
418900,2719
419300,2158
419700,2330
420100,1896
420500,2907
420900,1175
421300,2535
421700,923
422100,1843
422500,1762
422900,2160
423300,2711
423700,2071
424100,1722
424500,1266
424900,1589
425300,3393
425700,1345
426100,2852
426500,2426
426900,4041
427300,1667
427700,1247
428100,2160
428500,1718
428900,1448
429300,1959
429700,1641
430100,2048
430500,3522
430900,2698
431300,1830
431700,1904
432100,2224
432500,2785
432900,1874
433300,2198
433700,3112
434100,1118
434500,3051
434900,1014
435300,2518
435700,2375
436100,2619
436500,1411
436900,2415
437300,3804
437700,2414
438100,3310
438500,1479
438900,1211
439300,1832
439700,3249
440100,2933
440500,2414
440900,2273
441300,1763
441700,3200
442100,1570
442500,1205
442900,1807
443300,1376
443700,2589
444100,3560
444500,1822
444900,1832
445300,2062
445700,2917
446100,3473
446500,1551
446900,3006
447300,2415
447700,3213
448100,2282
448500,1566
448900,2844
449300,2326
449700,2802
450100,1060
450500,1305
450900,2260
451300,1358
451700,3200
452100,2117
452500,1618
452900,2698
453300,4152
453700,2822
454100,2348
454500,1070
454900,3204
455300,3060
455700,1399
456100,2487
456500,1810
456900,2040
457300,2723
457700,3341
458100,2540
458500,1337
458900,3148
459300,2470
459700,2536
460100,2559
460500,1801
460900,1431
461300,3130
461700,1515
462100,1965
462500,2287
462900,2213
463300,2344
463700,2497
464100,2180
464500,3377
464900,2228
465300,2004
465700,2356
466100,1270
466500,2105
466900,3429
467300,3806
467700,1085
468100,1061
468500,1930
468900,1693
469300,1658
469700,2441
470100,1141
470500,2138
470900,2764
471300,1857
471700,1934
472100,2183
472500,2283
472900,2706
473300,1633
473700,2595
474100,1770
474500,2368
474900,1690
475300,2817
475700,2938
476100,1657
476500,2255
476900,2291
477300,1161
477700,1838
478100,4559
478500,1368
478900,1878
479300,1113
479700,1006
480100,1483
480500,2254
480900,2691
481300,2570
481700,2476
482100,2237
482500,3302
482900,2372
483300,1778
483700,1835
484100,4289
484500,1965
484900,1450
485300,2734
485700,3559
486100,2599
486500,2367
486900,3797
487300,1753
487700,4182
488100,2785
488500,3164
488900,2325
489300,3234
489700,1348
490100,3433
490500,1219
490900,1665
491300,4560
491700,2355
492100,3286
492500,4108
492900,1934
493300,1159
493700,2706
494100,1608
494500,2969
494900,2283
495300,3030
495700,3656
496100,1668
496500,5130
496900,1630
497300,2852
497700,2840
498100,1023
498500,1996
498900,3477
499300,2144
499700,2052
500100,2965
500500,2116
500900,2010
501300,4161
501700,1898
502100,4360
502500,2456
502900,2641
503300,3214
503700,1301
504100,1348
504500,1603
504900,4592
505300,1085
505700,2609
506100,3849
506500,4005
506900,4313
507300,2272
507700,2106
508100,3406
508500,2039
508900,2140
509300,3515
509700,3764
510100,1460
510500,2140
510900,1102
511300,4383
511700,2696
512100,4894
512500,1969
512900,3612
513300,3005
513700,2511
514100,1866
514500,1666
514900,2820
515300,4267
515700,1657
516100,2012
516500,1643
516900,4035
517300,2506
517700,2057
518100,3308
518500,2825
518900,5272
519300,3178
519700,1932
520100,2734
520500,1886
520900,1402
521300,3923
521700,2421
522100,3382
522500,4803
522900,1623
523300,1999
523700,4856
524100,2459
524500,3303
524900,3144
525300,3560
525700,1903
526100,3783
526500,5201
526900,2846
527300,1414
527700,2794
528100,2187
528500,1448
528900,5088
529300,3648
529700,4169
530100,1640
530500,1672
530900,3790
531300,2993
531700,3109
532100,2330
532500,1219
532900,1725
533300,4486
533700,1652
534100,1350
534500,1988
534900,1407
535300,2101
535700,1780
536100,4671
536500,2407
536900,2556
537300,1871
537700,3464
538100,2343
538500,3625
538900,2177
539300,1802
539700,2077
540100,3391
540500,1352
540900,2482
541300,2634
541700,3572
542100,2185
542500,3167
542900,3989
543300,2065
543700,1585
544100,3459
544500,3531
544900,2455
545300,4267
545700,2582
546100,2878
546500,4339
546900,1612
547300,2408
547700,2563
548100,5721
548500,3585
548900,2710
549300,2628
549700,2547
550100,4420
550500,1920
550900,2049
551300,3774
551700,4017
552100,3769
552500,2815
552900,3599
553300,3211
553700,1284
554100,3178
554500,2029
554900,4270
555300,1427
555700,2978
556100,4706
556500,3470
556900,2714
557300,3934
557700,2460
558100,1618
558500,1874
558900,5440
559300,4371
559700,3753
560100,3771
560500,3373
560900,1497
561300,3386
561700,3702
562100,3120
562500,1227
562900,5075
563300,4180
563700,2288
564100,4065
564500,1933
564900,2437
565300,1994
565700,1951
566100,4108
566500,3323
566900,2026
567300,5453
567700,5079
568100,5506
568500,4728
568900,2868
569300,2808
569700,3324
570100,2910
570500,4602
570900,3885
571300,2678
571700,3525
572100,5114
572500,4651
572900,4304
573300,2462
573700,3025
574100,2597
574500,3901
574900,2415
575300,2031
575700,4069
576100,4321
576500,4286
576900,4462
577300,3717
577700,5724
578100,2940
578500,2498
578900,1346
579300,2397
579700,1570
580100,2788
580500,2748
580900,5430
581300,2359
581700,3162
582100,3400
582500,1948
582900,3224
583300,4648
583700,2311
584100,1972
584500,2683
584900,5119
585300,6062
585700,2068
586100,3051
586500,2982
586900,2771
587300,2877
587700,2366
588100,4682
588500,3130
588900,2013
589300,2578
589700,2558
590100,2169
590500,4688
590900,2994
591300,1218
591700,3092
592100,2110
592500,4233
592900,1590
593300,3379
593700,1475
594100,3054
594500,3044
594900,2665
595300,3817
595700,4708
596100,4571
596500,1903
596900,3260
597300,1736
597700,4530
598100,1914
598500,1421
598900,3952
599300,2869
599700,2536
600100,4237
600500,2592
600900,3213
601300,4354
601700,2631
602100,2045
602500,1765
602900,5745
603300,2186
603700,4397
604100,3236
604500,2698
604900,5719
605300,2065
605700,3592
606100,3101
606500,2019
606900,2734
607300,4642
607700,3641
608100,5641
608500,1327
608900,4232
609300,2262
609700,3762
610100,5581
610500,2355
610900,3022
611300,1325
611700,4445
612100,3520
612500,7011
612900,1645
613300,3664
613700,3883
614100,3170
614500,2728
614900,2143
615300,5834
615700,2243
616100,2698
616500,2974
616900,2799
617300,2713
617700,2604
618100,2642
618500,3381
618900,3155
619300,4463
619700,3798
620100,3951
620500,3694
620900,5087
621300,3767
621700,2157
622100,2367
622500,2869
622900,3045
623300,5347
623700,3759
624100,6874
624500,1882
624900,1538
625300,2019
625700,2890
626100,2475
626500,4925
626900,2552
627300,3500
627700,2266
628100,5005
628500,1838
628900,2982
629300,2402
629700,2926
630100,5575
630500,4482
630900,2211
631300,2228
631700,2227
632100,3687
632500,1859
632900,3603
633300,4388
633700,2261
634100,3362
634500,4096
634900,4842
635300,3213
635700,3314
636100,3471
636500,2853
636900,2499
637300,5317
637700,4025
638100,3450
638500,4073
638900,3507
639300,3146
639700,2112
640100,3887
640500,3800
640900,4530
641300,2406
641700,4333
642100,2808
642500,3608
642900,3288
643300,3140
643700,2609
644100,2554
644500,4531
644900,1436
645300,1365
645700,1582
646100,4063
646500,5956
646900,4740
647300,3178
647700,1625
648100,4663
648500,2332
648900,2829
649300,5936
649700,4457
650100,5150
650500,3373
650900,3718
651300,2602
651700,2619
652100,4821
652500,2234
652900,2088
653300,4265
653700,2645
654100,1952
654500,4714
654900,3955
655300,4734
655700,3534
656100,2671
656500,3748
656900,1715
657300,4462
657700,5077
658100,1717
658500,3695
658900,5989
659300,3858
659700,2741
660100,5386
660500,3008
660900,4008
661300,4474
661700,3220
662100,2662
662500,2718
662900,3191
663300,2543
663700,2227
664100,1846
664500,1919
664900,2960
665300,3806
665700,3840
666100,1638
666500,3784
666900,3255
667300,4862
667700,3199
668100,4305
668500,4293
668900,3492
669300,4607
669700,5708
670100,3746
670500,2022
670900,3813
671300,2802
671700,3466
672100,3488
672500,1843
672900,6902
673300,3842
673700,3209
674100,3369
674500,1630
674900,3534
675300,2638
675700,3858
676100,3890
676500,4775
676900,4313
677300,2536
677700,4533
678100,3162
678500,1907
678900,5812
679300,3443
679700,2461
680100,2827
680500,4636
680900,3137
681300,4421
681700,2365
682100,1926
682500,4647
682900,3783
683300,2577
683700,4112
684100,3358
684500,2864
684900,3375
685300,5133
685700,2924
686100,6015
686500,2175
686900,3842
687300,3916
687700,1771
688100,3401
688500,3536
688900,2084
689300,1728
689700,3836
690100,3336
690500,4410
690900,5027
691300,2695
691700,3709
692100,5814
692500,3743
692900,4100
693300,3220
693700,3167
694100,1772
694500,2734
694900,3834
695300,4950
695700,3892
696100,2660
696500,2541
696900,2019
697300,1516
697700,3257
698100,3754
698500,2308
698900,1943
699300,1649
699700,6506
700100,3130
700500,4127
700900,4293
701300,4622
701700,3674
702100,4056
702500,2912
702900,5506
703300,2762
703700,4745
704100,1699
704500,1546
704900,2430
705300,3317
705700,2331
706100,3551
706500,3879
706900,2515
707300,4904
707700,5641
708100,3234
708500,3151
708900,5484
709300,5576
709700,4146
710100,6666
710500,4556
710900,6029
711300,5723
711700,2464
712100,2222
712500,2102
712900,7207
713300,2534
713700,3015
714100,2146
714500,5577
714900,3626
715300,3553
715700,3572
716100,6474
716500,5447
716900,1660
717300,3690
717700,5162
718100,2996
718500,4627
718900,1753
719300,2179
719700,4139
720100,2774
720500,4723
720900,2853
721300,5406
721700,3105
722100,2673
722500,3776
722900,4167
723300,2863
723700,2497
724100,4587
724500,2769
724900,4103
725300,7570
725700,4879
726100,3075
726500,3674
726900,2566
727300,3677
727700,4386
728100,4058
728500,5420
728900,1818
729300,3638
729700,6808
730100,5540
730500,4805
730900,2711
731300,4055
731700,2557
732100,6302
732500,1889
732900,5268
733300,3865
733700,6317
734100,3122
734500,2587
734900,3839
735300,3853
735700,2997
736100,5731
736500,2916
736900,4840
737300,4104
737700,3944
738100,3026
738500,5118
738900,2145
739300,1748
739700,4314
740100,4779
740500,2659
740900,4729
741300,3462
741700,3753
742100,6567
742500,4805
742900,5653
743300,3366
743700,2375
744100,3661
744500,3733
744900,3864
745300,7493
745700,3370
746100,4287
746500,3192
746900,6856
747300,2653
747700,3576
748100,2379
748500,2811
748900,4850
749300,4515
749700,2520
750100,3391
750500,3370
750900,5408
751300,2367
751700,5374
752100,6722
752500,4896
752900,2799
753300,1750
753700,6725
754100,5167
754500,5858
754900,1967
755300,5533
755700,5042
756100,2127
756500,2689
756900,3740
757300,2038
757700,4739
758100,5094
758500,5094
758900,2790
759300,2925
759700,2261
760100,2697
760500,4105
760900,4365
761300,3427
761700,5145
762100,1731
762500,3157
762900,4390
763300,4271
763700,3788
764100,1785
764500,5034
764900,4369
765300,4516
765700,2608
766100,2987
766500,3571
766900,2175
767300,6303
767700,1980
768100,4965
768500,3105
768900,1959
769300,3431
769700,4760
770100,5902
770500,2562
770900,3207
771300,6203
771700,4639
772100,6075
772500,2950
772900,2852
773300,2586
773700,5652
774100,3982
774500,7453
774900,4208
775300,2174
775700,2808
776100,3965
776500,3085
776900,4448
777300,2561
777700,4912
778100,2678
778500,2452
778900,6473
779300,4961
779700,3171
780100,5795
780500,1846
780900,2169
781300,2322
781700,3993
782100,7696
782500,7394
782900,5362
783300,3576
783700,4780
784100,5360
784500,2679
784900,2862
785300,4282
785700,3773
786100,4105
786500,3297
786900,5297
787300,7020
787700,4658
788100,7200
788500,4294
788900,4309
789300,3605
789700,3996
790100,6447
790500,4975
790900,4222
791300,6235
791700,4775
792100,5385
792500,5060
792900,6052
793300,4358
793700,2610
794100,2323
794500,4291
794900,7322
795300,2897
795700,2957
796100,4491
796500,6571
796900,3009
797300,4636
797700,6391
798100,6329
798500,2791
798900,2417
799300,3138
799700,5100
800100,3697
800500,2798
800900,5470
801300,4698
801700,2996
802100,3647
802500,4606
802900,5447
803300,5433
803700,3293
804100,4705
804500,3248
804900,5082
805300,2166
805700,1845
806100,4259
806500,5373
806900,2564
807300,6491
807700,4879
808100,5619
808500,6728
808900,7027
809300,4349
809700,2927
810100,3123
810500,4388
810900,5577
811300,3671
811700,5736
812100,2747
812500,3113
812900,6565
813300,3218
813700,2366
814100,4278
814500,6215
814900,2666
815300,7654
815700,1933
816100,8078
816500,4494
816900,7300
817300,3852
817700,3899
818100,8781
818500,5636
818900,4566
819300,2998
819700,5077
820100,2242
820500,2635
820900,6077
821300,7543
821700,3485
822100,7186
822500,4274
822900,6733
823300,2591
823700,3811
824100,4958
824500,4432
824900,4092
825300,7342
825700,1976
826100,3821
826500,4180
826900,2568
827300,3643
827700,3434
828100,4832
828500,3942
828900,4627
829300,5183
829700,3152
830100,1984
830500,2485
830900,2321
831300,5767
831700,5284
832100,2932
832500,4389
832900,3269
833300,6608
833700,3298
834100,2974
834500,6017
834900,6940
835300,4737
835700,4385
836100,6510
836500,3570
836900,3707
837300,2529
837700,6064
838100,7591
838500,6672
838900,3422
839300,4658
839700,5529
840100,5572
840500,1828
840900,7554
841300,3417
841700,3942
842100,5564
842500,5880
842900,5940
843300,5791
843700,7419
844100,3654
844500,1904
844900,4143
845300,4056
845700,5848
846100,2766
846500,2999
846900,2463
847300,5722
847700,6606
848100,3647
848500,2795
