102900,1164
103000,989
103100,1317
103200,696
103300,1395
103400,254
103500,1832
103600,643
103700,1444
103800,1053
103900,601
104000,683
104100,1640
104200,1218
104300,1190
104400,1073
104500,348
104600,864
104700,2029
104800,470
104900,1099
105000,1101
105100,1523
105200,431
105300,876
105400,871
105500,491
105600,995
105700,1893
105800,480
105900,681
106000,556
106100,1063
106200,1159
106300,446
106400,941
106500,866
106600,517
106700,1541
106800,930
106900,1085
107000,536
107100,518
107200,1499
107300,915
107400,1112
107500,936
107600,1495
107700,857
107800,1044
107900,678
108000,769
108100,267
108200,1125
108300,998
108400,835
108500,1290
108600,669
108700,842
108800,1436
108900,660
109000,741
109100,589
109200,1157
109300,546
109400,967
109500,861
109600,1375
109700,617
109800,345
109900,753
110000,482
110100,739
110200,268
110300,590
110400,922
110500,1320
110600,435
110700,390
110800,437
110900,1317
111000,708
111100,1172
111200,313
111300,1280
111400,1077
111500,706
111600,1658
111700,1481
111800,696
111900,1407
112000,444
112100,739
112200,505
112300,383
112400,614
112500,1039
112600,1264
112700,1062
112800,746
112900,449
113000,524
113100,612
113200,468
113300,662
113400,464
113500,721
113600,643
113700,1222
113800,485
113900,956
114000,474
114100,1448
114200,1329
114300,132
114400,848
114500,651
114600,2035
114700,623
114800,646
114900,341
115000,857
115100,987
115200,916
115300,1118
115400,852
115500,475
115600,1326
115700,1183
115800,759
115900,871
116000,595
116100,489
116200,1442
116300,354
116400,873
116500,258
116600,755
116700,254
116800,1196
116900,610
117000,178
117100,515
117200,629
117300,617
117400,446
117500,395
117600,829
117700,974
117800,1531
117900,438
118000,666
118100,1323
118200,438
118300,173
118400,662
118500,521
118600,684
118700,707
118800,758
118900,367
119000,540
119100,96
119200,469
119300,710
119400,114
119500,706
119600,107
119700,394
119800,859
119900,1259
120000,895
120100,514
120200,1168
120300,295
120400,432
120500,930
120600,1304
120700,531
120800,1315
120900,1023
121000,420
121100,1318
121200,1316
121300,1490
121400,1154
121500,973
121600,748
121700,1020
121800,507
121900,282
122000,830
122100,904
122200,984
122300,582
122400,1681
122500,1043
122600,670
122700,385
122800,843
122900,779
123000,447
123100,1343
123200,508
123300,772
123400,884
123500,1547
123600,1548
123700,531
123800,1770
123900,706
124000,830
124100,273
124200,483
124300,419
124400,705
124500,929
124600,625
124700,1456
124800,2162
124900,1013
125000,604
125100,974
125200,1250
125300,171
125400,913
125500,397
125600,665
125700,777
125800,777
125900,1131
126000,1479
126100,903
126200,1048
126300,1000
126400,1191
126500,1594
126600,466
126700,983
126800,725
126900,354
127000,464
127100,441
127200,555
127300,452
127400,2183
127500,1111
127600,228
127700,900
127800,718
127900,602
128000,590
128100,619
128200,1193
128300,1025
128400,1252
128500,1253
128600,376
128700,380
128800,336
128900,379
129000,819
129100,793
129200,1241
129300,779
129400,594
129500,1087
129600,768
129700,981
129800,534
129900,479
130000,1375
130100,715
130200,432
130300,886
130400,189
130500,164
130600,1566
130700,639
130800,571
130900,2146
131000,468
131100,1329
131200,791
131300,549
131400,524
131500,729
131600,1258
131700,1123
131800,1033
131900,476
132000,819
132100,339
132200,1207
132300,1647
132400,506
132500,432
132600,831
132700,804
132800,935
132900,1004
133000,853
133100,905
133200,1617
133300,1115
133400,1439
133500,1033
133600,145
133700,833
133800,443
133900,734
134000,570
134100,892
134200,874
134300,536
134400,1182
134500,1099
134600,1075
134700,468
134800,743
134900,1922
135000,545
135100,777
135200,913
135300,500
135400,854
135500,1339
135600,1104
135700,1299
135800,1330
135900,574
136000,1192
136100,1123
136200,911
136300,228
136400,1374
136500,1669
136600,918
136700,652
136800,305
136900,609
137000,1224
137100,689
137200,614
137300,728
137400,634
137500,570
137600,872
137700,420
137800,758
137900,1271
138000,440
138100,1242
138200,1109
138300,1320
138400,592
138500,545
138600,1354
138700,753
138800,309
138900,1026
139000,1398
139100,872
139200,810
139300,1345
139400,536
139500,1064
139600,1003
139700,791
139800,835
139900,705
140000,902
140100,1140
140200,1016
140300,938
140400,1149
140500,752
140600,729
140700,412
140800,88
140900,730
141000,966
141100,849
141200,608
141300,1371
141400,1850
141500,887
141600,1319
141700,718
141800,381
141900,1422
142000,675
142100,1379
142200,1515
142300,1151
142400,854
142500,527
142600,535
142700,626
142800,436
142900,760
143000,482
143100,736
143200,693
143300,1934
143400,1080
143500,375
143600,1078
143700,377
143800,809
143900,402
144000,481
144100,969
144200,1180
144300,487
144400,493
144500,765
144600,1781
144700,1701
144800,1002
144900,1157
145000,1588
145100,357
145200,1375
145300,686
145400,557
145500,1729
145600,1176
145700,846
145800,310
145900,636
146000,1051
146100,1052
146200,1680
146300,1193
146400,702
146500,880
146600,426
146700,1604
146800,1141
146900,936
147000,924
147100,469
147200,634
147300,1048
147400,802
147500,1085
147600,962
147700,731
147800,1063
147900,262
148000,877
148100,1710
148200,1281
148300,955
148400,372
148500,1058
148600,1294
148700,943
148800,716
148900,993
149000,639
149100,429
149200,523
149300,568
149400,1095
149500,1025
149600,389
149700,865
149800,1309
149900,493
150000,759
150100,640
150200,706
150300,627
150400,505
150500,1084
150600,560
150700,342
150800,1443
150900,1073
151000,798
151100,930
151200,859
151300,683
151400,394
151500,433
151600,1105
151700,1151
151800,1208
151900,481
152000,338
152100,511
152200,1115
152300,1091
152400,1108
152500,196
152600,247
152700,1269
152800,717
152900,780
153000,686
153100,894
153200,1137
153300,416
153400,1273
153500,396
153600,567
153700,1120
153800,2205
153900,496
154000,1573
154100,629
154200,498
154300,842
154400,1819
154500,585
154600,910
154700,390
154800,1556
154900,440
155000,676
155100,1631
155200,248
155300,405
155400,841
155500,1254
155600,170
155700,1018
155800,858
155900,716
156000,2129
156100,1364
156200,1278
156300,1976
156400,1495
156500,896
156600,924
156700,1307
156800,871
156900,326
157000,384
157100,910
157200,349
157300,1044
157400,484
157500,363
157600,1055
157700,328
157800,265
157900,750
158000,774
158100,631
158200,815
158300,594
158400,1359
158500,726
158600,1076
158700,1172
158800,143
158900,397
159000,484
159100,103
159200,299
159300,550
159400,460
159500,1623
159600,538
159700,1626
159800,632
159900,538
160000,1295
160100,571
160200,1507
160300,1112
160400,953
160500,833
160600,1031
160700,536
160800,1157
160900,441
161000,503
161100,710
161200,848
161300,1879
161400,1311
161500,880
161600,1544
161700,179
161800,432
161900,539
162000,408
162100,570
162200,849
162300,1925
162400,614
162500,1620
162600,190
162700,443
162800,290
162900,592
163000,1235
163100,973
163200,730
163300,1108
163400,498
163500,635
163600,281
163700,1041
163800,1377
163900,947
164000,796
164100,842
164200,779
164300,1428
164400,316
164500,1239
164600,1014
164700,249
164800,598
164900,632
165000,678
165100,784
165200,814
165300,377
165400,752
165500,981
165600,1294
165700,680
165800,1056
165900,334
166000,943
166100,1326
166200,586
166300,365
166400,880
166500,437
166600,428
166700,1242
166800,556
166900,611
167000,788
167100,539
167200,587
167300,971
167400,468
167500,964
167600,1486
167700,540
167800,1416
167900,574
168000,1082
168100,566
168200,1235
168300,1235
168400,862
168500,487
168600,731
168700,867
168800,406
168900,888
169000,680
169100,633
169200,1270
169300,561
169400,690
169500,707
169600,602
169700,1264
169800,1176
169900,510
170000,734
170100,879
170200,1005
170300,1085
170400,846
170500,1452
170600,764
170700,1478
170800,869
170900,918
171000,1457
171100,951
171200,1126
171300,1256
171400,248
171500,1408
171600,1242
171700,259
171800,468
171900,1079
172000,226
172100,1000
172200,1288
172300,940
172400,768
172500,1706
172600,630
172700,137
172800,594
172900,823
173000,1183
173100,924
173200,1436
173300,1231
173400,1120
173500,1189
173600,599
173700,788
173800,1237
173900,1035
174000,597
174100,197
174200,683
174300,928
174400,669
174500,755
174600,543
174700,1130
174800,1949
174900,919
175000,483
175100,876
175200,1155
175300,1232
175400,263
175500,1715
175600,1007
175700,815
175800,577
175900,501
176000,1138
176100,799
176200,557
176300,482
176400,318
176500,1541
176600,460
176700,1210
176800,478
176900,1767
177000,257
177100,521
177200,652
177300,466
177400,469
177500,360
177600,1361
177700,883
177800,786
177900,572
178000,921
178100,148
178200,1630
178300,793
178400,1602
178500,631
178600,682
178700,1261
178800,290
178900,464
179000,1634
179100,555
179200,559
179300,704
179400,1734
179500,631
179600,1905
179700,942
179800,554
179900,1348
180000,1262
180100,512
180200,226
180300,2660
180400,834
180500,917
180600,915
180700,578
180800,1042
180900,586
181000,711
181100,1307
181200,344
181300,619
181400,841
181500,190
181600,906
181700,557
181800,877
181900,953
182000,1305
182100,1107
182200,342
182300,338
182400,939
182500,1038
182600,1336
182700,1047
182800,1150
182900,921
183000,1026
183100,858
183200,1062
183300,627
183400,1081
183500,451
183600,624
183700,341
183800,299
183900,2033
184000,1725
184100,1116
184200,768
184300,1516
184400,1014
184500,917
184600,608
184700,1527
184800,1032
184900,516
185000,312
185100,1620
185200,457
185300,613
185400,1009
185500,352
185600,604
185700,422
185800,952
185900,520
186000,583
186100,1403
186200,755
186300,1427
186400,1092
186500,675
186600,1311
186700,675
186800,465
186900,549
187000,891
187100,384
187200,761
187300,1283
187400,888
187500,977
187600,642
187700,593
187800,581
187900,409
188000,991
188100,1460
188200,1055
188300,503
188400,910
188500,1272
188600,729
188700,204
188800,1134
188900,739
189000,919
189100,1474
189200,783
189300,220
189400,1310
189500,1160
189600,913
189700,638
189800,436
189900,882
190000,1128
190100,846
190200,704
190300,1293
190400,1528
190500,387
190600,1127
190700,486
190800,1531
190900,695
191000,2197
191100,900
191200,1385
191300,815
191400,1612
191500,1275
191600,889
191700,1067
191800,733
191900,547
192000,860
192100,754
192200,827
192300,309
192400,754
192500,1047
192600,431
192700,1086
192800,724
192900,831
193000,389
193100,283
193200,871
193300,254
193400,666
193500,1316
193600,468
193700,1522
193800,997
193900,782
194000,542
194100,502
194200,286
194300,1298
194400,1462
194500,1957
194600,1137
194700,653
194800,876
194900,914
195000,696
195100,1395
195200,1171
195300,198
195400,387
195500,846
195600,790
195700,905
195800,588
195900,1579
196000,803
196100,1339
196200,567
196300,1531
196400,398
196500,232
196600,1293
196700,982
196800,1218
196900,440
197000,1156
197100,1065
197200,1045
197300,757
197400,1129
197500,1137
197600,1378
197700,693
197800,750
197900,1382
198000,702
198100,514
198200,939
198300,651
198400,286
198500,487
198600,1414
198700,1275
198800,985
198900,493
199000,1494
199100,1027
199200,1335
199300,819
199400,1424
199500,1116
199600,449
199700,653
199800,1260
199900,688
200000,526
200100,649
200200,851
200300,918
200400,580
200500,1409
200600,1160
200700,628
200800,836
200900,706
201000,709
201100,1015
201200,514
201300,1095
201400,801
201500,1181
201600,1701
201700,350
201800,1339
201900,438
202000,1046
202100,599
202200,608
202300,965
202400,464
202500,1198
202600,395
202700,424
202800,1166
202900,631
203000,774
203100,518
203200,704
203300,1368
203400,480
203500,1177
203600,532
203700,410
203800,1318
203900,289
204000,1582
204100,244
204200,1101
204300,554
204400,618
204500,747
204600,766
204700,254
204800,862
204900,1220
205000,1429
205100,883
205200,218
205300,666
205400,511
205500,549
205600,1672
205700,660
205800,1362
205900,696
206000,1328
206100,268
206200,1685
206300,355
206400,1934
206500,970
206600,614
206700,1292
206800,507
206900,1191
207000,1656
207100,710
207200,556
207300,304
207400,572
207500,1107
207600,746
207700,1510
207800,788
207900,570
208000,692
208100,720
208200,614
208300,1005
208400,985
208500,856
208600,482
208700,411
208800,333
208900,797
209000,483
209100,1333
209200,936
209300,681
209400,266
209500,925
209600,659
209700,1206
209800,461
209900,1630
210000,866
210100,501
210200,856
210300,1597
210400,1767
210500,339
210600,610
210700,568
210800,1512
210900,502
211000,850
211100,907
211200,824
